time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.700000000000002,-0.170472653575,2.68904261846,17.9466272983,0.184324584291,0.0690937658823,0.0,-0.429417974666,2.93602655728,4.87901004751,-0.013658732368,0.0813202323853,0.0,432.28123773272864,431.6027654373005,434.47824871828965,433.0942447207018
2.760000000000002,-0.19755519324,2.86848299738,18.2402038036,0.183993505881,0.0744320056049,0.0,-0.473793876318,3.04513759699,4.90663675017,0.00715419887264,0.101026364141,0.0,444.2468955757985,445.86648711900904,442.8243745769527,444.53350460539883
2.820000000000002,-0.22775021387,3.05528533943,18.5399246288,0.184145612385,0.0799953116113,0.0,-0.533313751012,3.18137115097,5.08305955935,-0.00883407206714,0.0657711620018,0.0,492.0794792873992,489.4682825101775,490.63473046744497,489.4460627761649
2.880000000000002,-0.261348299493,3.24958869401,18.8467158909,0.183248418836,0.084035075376,0.0,-0.586979821969,3.2951705925,5.14291340752,-0.0314550013761,0.0702752922587,0.0,457.50653201431976,457.86831516578917,457.60635150638086,455.8018511248795
2.940000000000002,-0.298669100418,3.45157969468,19.1619795136,0.181019437606,0.0880853694105,0.0,-0.657447090214,3.43728545274,5.36468027586,-0.0520810718521,0.0612950475145,0.0,507.4664407358213,506.82410248135005,505.744990458891,504.25642208172496
3.000000000000002,-0.339715212226,3.66080320559,19.4839144834,0.177574113346,0.0917242122112,0.0,-0.711075064252,3.53641315142,5.36643955173,-0.0711190153643,0.0593201301976,0.0,442.147794795871,441.98765895757947,442.7674868106723,441.195693961185
3.0600000000000023,-0.383920296914,3.87564906731,19.8046437723,0.173151217913,0.0955032601976,0.0,-0.76274690265,3.62466526807,5.32474600174,-0.0794871228551,0.0694533086604,0.0,427.5085045250558,428.3742524201039,427.99776479442636,427.28030730348416
3.1200000000000023,-0.43125211157,4.09562110614,20.1224866523,0.16810980996,0.0998876680207,0.0,-0.815349154349,3.70725719746,5.27030083878,-0.0951278311642,0.0794733693751,0.0,422.23569351220254,423.1038489352124,424.0570122338936,422.70473266293885
3.1800000000000024,-0.482176430877,4.32103496923,20.4406150299,0.162406111459,0.104567279201,0.0,-0.882556022618,3.80578531573,5.33368087473,-0.0949296892442,0.0748581585317,0.0,460.45472388379295,460.0940075683111,460.7700137929084,460.7783517816079
3.2400000000000024,-0.537167648487,4.55213225233,20.7620181048,0.156737335785,0.109076249005,0.0,-0.950887390953,3.89673815378,5.37954470677,-0.0935949161121,0.075725571509,0.0,455.654770574725,455.72840043502265,455.61554856050515,455.7149407185481
